target_date,forecast_id,plot_label,plot_group,n_elapsed,cumulative_r2_oos_vs_har,rolling36_r2_oos_vs_har
2017-09-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,79,0.147739,0.115916
2017-10-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,80,0.157368,0.193896
2017-11-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,81,0.162425,0.176942
2017-12-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,82,0.162966,0.178319
2018-01-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,83,0.162432,0.1713
2018-02-28,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,84,0.123384,0.088633
2018-03-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,85,0.113706,0.057828
2018-04-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,86,0.104185,0.029476
2018-05-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,87,0.104957,0.026487
2018-06-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,88,0.106253,0.027396
2018-07-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,89,0.108067,0.030009
2018-08-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,90,0.112867,0.082755
2018-09-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,91,0.114281,0.082003
2018-10-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,92,0.065993,-0.053426
2018-11-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,93,0.057822,-0.083132
2018-12-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,94,0.027277,-0.113321
2019-01-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,95,0.046309,0.01585
2019-02-28,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,96,0.051871,0.029531
2019-03-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,97,0.051456,0.024785
2019-04-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,98,0.057554,0.033794
2019-05-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,99,0.051185,0.013563
2019-06-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,100,0.052816,0.01811
2019-07-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,101,0.056809,0.030492
2019-08-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,102,0.04444,-0.01689
2019-09-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,103,0.048775,-0.001177
2019-10-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,104,0.048824,-0.008539
2019-11-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,105,0.056694,0.011722
2019-12-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,106,0.051938,-0.01189
2020-01-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,107,0.05001,-0.029079
2020-02-29,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,108,0.057091,-0.013475
2020-03-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,109,0.1013,0.098594
2020-04-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,110,0.845562,0.881167
2020-05-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,111,0.845592,0.88127
2020-06-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,112,0.844766,0.880475
2020-07-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,113,0.844331,0.880035
2020-08-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,114,0.844123,0.879765
2020-09-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,115,0.842295,0.877726
2020-10-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,116,0.84229,0.877801
2020-11-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,117,0.839974,0.875328
2020-12-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,118,0.839789,0.87515
2021-01-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,119,0.839622,0.875053
2021-02-28,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,120,0.838543,0.877385
2021-03-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,121,0.838566,0.8784
2021-04-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,122,0.838383,0.879144
2021-05-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,123,0.838372,0.879178
2021-06-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,124,0.838124,0.878881
2021-07-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,125,0.837209,0.877951
2021-08-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,126,0.836659,0.877318
2021-09-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,127,0.836655,0.877319
2021-10-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,128,0.836484,0.88335
2021-11-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,129,0.836368,0.884003
2021-12-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,130,0.836404,0.892307
2022-01-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,131,0.831208,0.886312
2022-02-28,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,132,0.829535,0.884616
2022-03-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,133,0.829569,0.884664
2022-04-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,134,0.829,0.884222
2022-05-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,135,0.823634,0.879057
2022-06-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,136,0.821304,0.876597
2022-07-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,137,0.821288,0.876549
2022-08-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,138,0.821306,0.878823
2022-09-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,139,0.819051,0.876318
2022-10-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,140,0.818174,0.875333
2022-11-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,141,0.818032,0.875253
2022-12-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,142,0.818006,0.875697
2023-01-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,143,0.817988,0.875819
2023-02-28,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,144,0.817184,0.878713
2023-03-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,145,0.817151,0.960417
2023-04-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,146,0.816383,-0.102728
2023-05-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,147,0.816297,-0.113338
2023-06-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,148,0.81633,-0.112377
2023-07-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,149,0.816422,-0.083807
2023-08-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,150,0.816045,-0.109931
2023-09-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,151,0.815968,-0.166555
2023-10-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,152,0.815101,-0.187355
2023-11-30,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,153,0.814807,-0.095721
2023-12-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,154,0.814846,-0.111432
2024-01-31,stacked_rf_on_har_augmented_forecasts_log_rolling,Stacked Random Forest,Stacked combinations,155,0.814828,-0.110616
2011-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,1,-9.31555,
2011-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,2,0.064281,
2011-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,3,0.09644,
2011-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,4,0.097045,
2011-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,5,0.110649,
2011-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,6,0.194407,
2011-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,7,0.244003,
2011-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,8,0.216323,
2011-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,9,0.232374,
2011-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,10,0.200172,
2012-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,11,0.082454,
2012-02-29,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,12,0.036501,
2012-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,13,0.034913,
2012-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,14,0.034692,
2012-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,15,0.031403,
2012-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,16,0.029462,
2012-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,17,0.026989,
2012-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,18,0.00908,
2012-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,19,0.005911,
2012-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,20,0.004632,
2012-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,21,0.003849,
2012-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,22,0.003175,
2013-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,23,0.004336,
2013-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,24,0.00275,
2013-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,25,0.003046,
2013-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,26,0.003215,
2013-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,27,0.006025,
2013-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,28,0.004636,
2013-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,29,0.003708,
2013-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,30,0.004488,
2013-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,31,-0.000809,
2013-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,32,-8.7e-05,
2013-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,33,0.002785,
2013-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,34,0.004306,
2014-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,35,0.004275,
2014-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,36,0.004266,0.004266
2014-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,37,0.004753,0.015088
2014-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,38,0.004956,0.002732
2014-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,39,0.001706,-0.001928
2014-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,40,0.008947,0.005641
2014-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,41,0.004078,4.3e-05
2014-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,42,0.004314,-0.30971
2014-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,43,0.007153,-0.458578
2014-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,44,0.0125,-0.422194
2014-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,45,0.015092,-0.434817
2014-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,46,0.01618,-0.369521
2015-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,47,0.020255,-0.113293
2015-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,48,0.010986,-0.046683
2015-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,49,0.013514,-0.037771
2015-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,50,0.013546,-0.037403
2015-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,51,0.014766,-0.02494
2015-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,52,0.01636,-0.014728
2015-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,53,0.016568,-0.008671
2015-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,54,0.019042,0.037848
2015-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,55,0.002751,-0.003353
2015-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,56,-0.00226,-0.01544
2015-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,57,-0.00327,-0.016722
2015-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,58,-0.010172,-0.03517
2016-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,59,-0.007183,-0.026182
2016-02-29,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,60,-0.003442,-0.013683
2016-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,61,-0.006401,-0.02149
2016-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,62,-0.004382,-0.01627
2016-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,63,-0.007475,-0.02859
2016-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,64,-0.006785,-0.025389
2016-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,65,-0.007388,-0.025915
2016-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,66,0.000875,-0.005014
2016-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,67,-0.003192,-0.007138
2016-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,68,0.002586,0.006955
2016-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,69,0.002657,0.00244
2016-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,70,0.003255,0.001513
2017-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,71,0.009248,0.017288
2017-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,72,0.018201,0.039887
2017-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,73,0.021352,0.046945
2017-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,74,0.025463,0.056766
2017-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,75,0.032482,0.079282
2017-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,76,0.0356,0.077882
2017-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,77,0.04529,0.109566
2017-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,78,0.049509,0.119657
2017-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,79,0.05715,0.132793
2017-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,80,0.068752,0.160764
2017-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,81,0.074178,0.181091
2017-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,82,0.076127,0.184473
2018-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,83,0.077338,0.186106
2018-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,84,0.060253,0.147098
2018-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,85,0.053326,0.122037
2018-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,86,0.053289,0.120369
2018-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,87,0.052334,0.116491
2018-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,88,0.05336,0.116594
2018-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,89,0.053378,0.116115
2018-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,90,0.057365,0.144396
2018-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,91,0.059131,0.18797
2018-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,92,0.038207,0.113072
2018-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,93,0.029822,0.090984
2018-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,94,-0.008843,-0.006997
2019-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,95,0.009509,0.036106
2019-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,96,0.017763,0.051059
2019-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,97,0.018081,0.058547
2019-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,98,0.021505,0.064023
2019-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,99,0.019489,0.062954
2019-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,100,0.020852,0.065163
2019-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,101,0.022801,0.072806
2019-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,102,0.020358,0.051999
2019-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,103,0.022175,0.062711
2019-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,104,0.021894,0.053257
2019-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,105,0.02837,0.069099
2019-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,106,0.028002,0.068608
2020-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,107,0.028002,0.059551
2020-02-29,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,108,0.03358,0.056242
2020-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,109,0.128193,0.167421
2020-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,110,0.768775,0.804873
2020-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,111,0.768569,0.804865
2020-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,112,0.766649,0.802875
2020-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,113,0.766233,0.802469
2020-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,114,0.76586,0.802019
2020-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,115,0.764762,0.80086
2020-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,116,0.764618,0.800697
2020-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,117,0.76231,0.798216
2020-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,118,0.762346,0.798197
2021-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,119,0.762272,0.798108
2021-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,120,0.75996,0.797963
2021-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,121,0.759986,0.79882
2021-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,122,0.759688,0.798906
2021-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,123,0.759689,0.799045
2021-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,124,0.759454,0.798776
2021-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,125,0.759352,0.798799
2021-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,126,0.758794,0.798196
2021-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,127,0.758725,0.798107
2021-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,128,0.758604,0.802423
2021-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,129,0.758599,0.80319
2021-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,130,0.758743,0.811776
2022-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,131,0.753624,0.805863
2022-02-28,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,132,0.752854,0.80492
2022-03-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,133,0.752363,0.804356
2022-04-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,134,0.751981,0.80427
2022-05-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,135,0.750947,0.803429
2022-06-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,136,0.749068,0.801464
2022-07-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,137,0.749068,0.801567
2022-08-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,138,0.7489,0.802839
2022-09-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,139,0.747548,0.801477
2022-10-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,140,0.747445,0.801349
2022-11-30,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,141,0.747082,0.801099
2022-12-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,142,0.746913,0.801053
2023-01-31,stacked_enet_on_har_augmented_forecasts_log_rolling,Stacked Elastic Net,Stacked combinations,143,0.746884,0.801018
