rank,model_group,model,information_set,strategy_type,strategy_category,sharpe_net,ceq_gain_vs_always_short_gamma3_annualized,max_drawdown_diff_vs_always_short,pct_months_traded,avg_turnover,annualized_mean_return_net,max_drawdown,worst_monthly_return,hit_ratio
123,ML,Elastic Net,HAR+Macro+Option,scaled_long_short,scaled,1.44264794625274,-1.006780583269,1.24636113648381,0.845161290322581,0.226332192445577,1.45825126034278,-2.21665780167375,-1.23379630045065,0.890322580645161
124,ML,Random Forest,HAR,short_only_threshold_half_sd,short_vol_risk_control,1.6437671840661,-1.01055377005624,1.94189722587977,0.387096774193548,0.296774193548387,1.87633393354744,-1.52112171227779,-1.23379630045065,0.903225806451613
125,ML,Elastic Net,HAR+Macro+Option,binary_timing,long_short,2.5978588258511,-1.04317111759404,0,1,0.135483870967742,4.60740876304408,-3.46301893815756,-2.78845802651901,0.890322580645161
126,ML,Neural Network,HAR+Macro+Option,scaled_long_short,scaled,1.7144210697983,-1.05857133410297,1.94174243087032,0.845161290322581,0.406745010986577,2.07843540283106,-1.52127650728724,-1.23379630045065,0.8
127,Combination,Equal Weight,HAR+Option,short_only_threshold_half_sd,short_vol_risk_control,1.86329500577525,-1.0792532725172,1.94189722587977,0.503225806451613,0.32258064516129,2.45312936719285,-1.52112171227779,-1.51305413406439,0.883870967741936
128,ML,Neural Network,HAR+Option,short_only_exit_when_negative,short_vol_risk_control,2.46113980425079,-1.08975811020246,0,0.851612903225806,0.264516129032258,4.18979300269687,-3.46301893815756,-2.78845802651901,0.787096774193548
129,Naive,Historical Mean RV,Historical RV,short_only_threshold_half_sd,short_vol_risk_control,0.860170092104354,-1.09517970836543,2.22722263770691,0.116129032258065,0.103225806451613,0.622283995550879,-1.23579630045065,-1.23479630045065,0.309677419354839
130,ML,Random Forest,HAR,threshold_half_sd_long_short,long_short_threshold,1.5906465508844,-1.09670202939444,1.94189722587977,0.393548387096774,0.309677419354839,1.83758041324022,-1.52112171227779,-1.23379630045065,0.903225806451613
131,Combination,Equal Weight,HAR+Macro+Option,binary_timing,long_short,2.57305384717857,-1.10395723527948,0,1,0.161290322580645,4.57909080795575,-3.46301893815756,-2.78845802651901,0.883870967741936
132,Combination,Neural Network EW,Multiple,short_only_threshold_half_sd,short_vol_risk_control,1.56715947488355,-1.11877420934079,1.94089722587977,0.367741935483871,0.361290322580645,1.80626071710495,-1.52212171227779,-1.23379630045065,0.832258064516129
133,ML,Neural Network,HAR+Macro,short_only_threshold_one_sd,short_vol_risk_control,0.841720980600073,-1.16806778452013,1.93989722587977,0.12258064516129,0.167741935483871,0.644921765327761,-1.52312171227779,-1.23379630045065,0.793548387096774
134,ML,Neural Network,HAR+Option,short_only_threshold_one_sd,short_vol_risk_control,0.807909170579146,-1.16981021336802,2.22722263770691,0.103225806451613,0.129032258064516,0.60569816566108,-1.23579630045065,-1.23479630045065,0.787096774193548
135,Naive,Historical Mean RV,Historical RV,short_only_threshold_one_sd,short_vol_risk_control,0.628620629558839,-1.17527667247298,2.22722263770691,0.0774193548387097,0.116129032258065,0.416909228861949,-1.23579630045065,-1.23479630045065,0.309677419354839
136,ML,Neural Network,HAR+Option,short_only_threshold_half_sd,short_vol_risk_control,1.28511988516633,-1.17901458950632,2.22722263770691,0.258064516129032,0.283870967741936,1.30852189450352,-1.23579630045065,-1.23479630045065,0.787096774193548
137,Combination,Equal Weight,Multiple,short_only_threshold_half_sd,short_vol_risk_control,1.4395261520529,-1.1937316775656,1.94089722587977,0.32258064516129,0.335483870967742,1.60624694461931,-1.52212171227779,-1.23379630045065,0.896774193548387
138,ML,Neural Network,HAR+Macro+Option,short_only_threshold_one_sd,short_vol_risk_control,1.20101140974414,-1.1951927362029,1.93989722587977,0.219354838709677,0.219354838709677,1.17642102221587,-1.52312171227779,-1.23379630045065,0.8
139,ML,Neural Network,HAR,scaled_long_short,scaled,1.03838418660093,-1.20736405484709,1.24620774301248,0.845161290322581,0.220863541301841,0.931098784675687,-2.21681119514508,-1.23379630045065,0.864516129032258
140,ML,Elastic Net,HAR,short_only_threshold_one_sd,short_vol_risk_control,0.350743206936235,-1.22240760505952,1.93889722587977,0.0580645161290323,0.0903225806451613,0.200585953191082,-1.52412171227779,-1.23379630045065,0.858064516129032
141,ML,Elastic Net,HAR+Macro,short_only_threshold_one_sd,short_vol_risk_control,0.350743206936235,-1.22240760505952,1.93889722587977,0.0580645161290323,0.0903225806451613,0.200585953191082,-1.52412171227779,-1.23379630045065,0.890322580645161
142,Benchmark,OLS HAR,HAR,short_only_threshold_one_sd,short_vol_risk_control,0.350743206936235,-1.22240760505952,1.93889722587977,0.0580645161290323,0.0903225806451613,0.200585953191082,-1.52412171227779,-1.23379630045065,0.87741935483871
143,ML,PCA,HAR,short_only_threshold_one_sd,short_vol_risk_control,0.350743206936235,-1.22240760505952,1.93889722587977,0.0580645161290323,0.0903225806451613,0.200585953191082,-1.52412171227779,-1.23379630045065,0.87741935483871
144,ML,PCA,HAR+Macro,short_only_threshold_one_sd,short_vol_risk_control,0.350743206936235,-1.22240760505952,1.93889722587977,0.0580645161290323,0.0903225806451613,0.200585953191082,-1.52412171227779,-1.23379630045065,0.870967741935484
145,ML,Random Forest,HAR+Macro+Option,short_only_threshold_one_sd,short_vol_risk_control,1.29941477445257,-1.22842788650421,1.93989722587977,0.258064516129032,0.270967741935484,1.36904436119352,-1.52312171227779,-1.23379630045065,0.916129032258065
146,ML,Random Forest,HAR+Macro+Option,threshold_one_sd_long_short,long_short_threshold,1.29941477445257,-1.22842788650421,1.93989722587977,0.258064516129032,0.270967741935484,1.36904436119352,-1.52312171227779,-1.23379630045065,0.916129032258065
147,ML,Random Forest,HAR+Macro,threshold_half_sd_long_short,long_short_threshold,1.62065022579661,-1.23045969165792,1.94189722587977,0.4,0.283870967741936,2.01057611507314,-1.52112171227779,-1.23379630045065,0.825806451612903
148,Stacked,Stacked Elastic Net,Multiple,short_only_threshold_one_sd,short_vol_risk_control,1.15276556895826,-1.2306681891465,1.93889722587977,0.212903225806452,0.245161290322581,1.12151456505665,-1.52412171227779,-1.23379630045065,0.916129032258065
149,Combination,Equal Weight,HAR+Macro,short_only_threshold_one_sd,short_vol_risk_control,0.42821782287844,-1.23181712023674,1.93889722587977,0.0645161290322581,0.103225806451613,0.261966253752719,-1.52412171227779,-1.23379630045065,0.870967741935484
150,Combination,Equal Weight,HAR,short_only_threshold_one_sd,short_vol_risk_control,0.312629836998241,-1.23619506908052,1.93889722587977,0.0516129032258065,0.0774193548387097,0.176993709033017,-1.52412171227779,-1.23379630045065,0.896774193548387
151,Benchmark,OLS HAR,HAR,binary_timing,long_short,2.51850743280733,-1.23956267080688,0,1,0.161290322580645,4.51618022669546,-3.46301893815756,-2.78845802651901,0.87741935483871
152,ML,PCA,HAR,binary_timing,long_short,2.51850743280733,-1.23956267080688,0,1,0.161290322580645,4.51618022669546,-3.46301893815756,-2.78845802651901,0.87741935483871
153,Combination,Equal Weight,HAR+Option,short_only_threshold_one_sd,short_vol_risk_control,1.19846447060305,-1.24002299889148,1.93989722587977,0.251612903225806,0.232258064516129,1.20249676322595,-1.52312171227779,-1.23379630045065,0.883870967741936
154,ML,Random Forest,HAR+Option,short_only_threshold_one_sd,short_vol_risk_control,1.32766132816047,-1.24127711782223,1.93989722587977,0.270967741935484,0.232258064516129,1.42909967865235,-1.52312171227779,-1.23379630045065,0.92258064516129
155,ML,Random Forest,HAR+Option,threshold_one_sd_long_short,long_short_threshold,1.32766132816047,-1.24127711782223,1.93989722587977,0.270967741935484,0.232258064516129,1.42909967865235,-1.52312171227779,-1.23379630045065,0.92258064516129
156,ML,Neural Network,HAR,short_only_threshold_one_sd,short_vol_risk_control,0.392014178827857,-1.24198301288964,1.93889722587977,0.0580645161290323,0.0903225806451613,0.236535244883675,-1.52412171227779,-1.23379630045065,0.864516129032258
157,Combination,Random Forest EW,Multiple,short_only_threshold_one_sd,short_vol_risk_control,1.18253879598216,-1.24634373411224,1.93989722587977,0.219354838709677,0.232258064516129,1.18024050950342,-1.52312171227779,-1.23379630045065,0.909677419354839
158,Combination,Random Forest EW,Multiple,threshold_one_sd_long_short,long_short_threshold,1.18253879598216,-1.24634373411224,1.93989722587977,0.219354838709677,0.232258064516129,1.18024050950342,-1.52312171227779,-1.23379630045065,0.909677419354839
159,ML,PCA,HAR+Option,binary_timing,long_short,2.51075927143239,-1.25891715811113,0,1,0.135483870967742,4.50706045417728,-3.46301893815756,-2.78845802651901,0.87741935483871
160,Stacked,Stacked Random Forest,Multiple,short_only_threshold_one_sd,short_vol_risk_control,1.21667265596798,-1.28133352468223,1.93989722587977,0.258064516129032,0.219354838709677,1.26012107956049,-1.52312171227779,-1.23379630045065,0.916129032258065
161,Stacked,Stacked Random Forest,Multiple,threshold_one_sd_long_short,long_short_threshold,1.21667265596798,-1.28133352468223,1.93989722587977,0.258064516129032,0.219354838709677,1.26012107956049,-1.52312171227779,-1.23379630045065,0.916129032258065
162,ML,Random Forest,HAR,short_only_threshold_one_sd,short_vol_risk_control,1.05597392586196,-1.28743876659496,1.93989722587977,0.193548387096774,0.167741935483871,1.00579196488196,-1.52312171227779,-1.23379630045065,0.903225806451613
163,ML,Random Forest,HAR,threshold_one_sd_long_short,long_short_threshold,1.05597392586196,-1.28743876659496,1.93989722587977,0.193548387096774,0.167741935483871,1.00579196488196,-1.52312171227779,-1.23379630045065,0.903225806451613
164,ML,Random Forest,HAR+Macro,short_only_threshold_one_sd,short_vol_risk_control,0.982784050970555,-1.29465837236612,1.54220448331128,0.187096774193548,0.180645161290323,0.902394919025511,-1.92081445484628,-1.23379630045065,0.825806451612903
165,ML,Random Forest,HAR+Macro,threshold_one_sd_long_short,long_short_threshold,0.982784050970555,-1.29465837236612,1.54220448331128,0.187096774193548,0.180645161290323,0.902394919025511,-1.92081445484628,-1.23379630045065,0.825806451612903
166,Combination,Equal Weight,Multiple,threshold_half_sd_long_short,long_short_threshold,1.36320630265042,-1.32529067082176,1.2466472411018,0.329032258064516,0.348387096774194,1.55242113934617,-2.21637169705576,-1.23379630045065,0.896774193548387
167,ML,Neural Network,HAR+Macro,threshold_one_sd_long_short,long_short_threshold,0.70140277390074,-1.32595070443452,1.93989722587977,0.141935483870968,0.206451612903226,0.558912587241335,-1.52312171227779,-1.23379630045065,0.793548387096774
168,Combination,Equal Weight,HAR+Option,threshold_half_sd_long_short,long_short_threshold,1.7363256249693,-1.32708877616693,1.58054244924549,0.52258064516129,0.361290322580645,2.34776363980982,-1.88247648891207,-1.51305413406439,0.883870967741936
169,Combination,Elastic Net EW,Multiple,short_only_threshold_half_sd,short_vol_risk_control,1.19284539910569,-1.33188658735291,1.94089722587977,0.27741935483871,0.309677419354839,1.25139906130999,-1.52212171227779,-1.23379630045065,0.903225806451613
170,ML,Elastic Net,HAR,threshold_one_sd_long_short,long_short_threshold,0.242491055379711,-1.33508369800324,1.2436472411018,0.0645161290322581,0.103225806451613,0.146760147917949,-2.21937169705576,-1.23379630045065,0.858064516129032
171,ML,Elastic Net,HAR+Macro,threshold_one_sd_long_short,long_short_threshold,0.242491055379711,-1.33508369800324,1.2436472411018,0.0645161290322581,0.103225806451613,0.146760147917949,-2.21937169705576,-1.23379630045065,0.890322580645161
172,Benchmark,OLS HAR,HAR,threshold_one_sd_long_short,long_short_threshold,0.242491055379711,-1.33508369800324,1.2436472411018,0.0645161290322581,0.103225806451613,0.146760147917949,-2.21937169705576,-1.23379630045065,0.87741935483871
173,ML,PCA,HAR,threshold_one_sd_long_short,long_short_threshold,0.242491055379711,-1.33508369800324,1.2436472411018,0.0645161290322581,0.103225806451613,0.146760147917949,-2.21937169705576,-1.23379630045065,0.87741935483871
174,ML,PCA,HAR+Macro,threshold_one_sd_long_short,long_short_threshold,0.242491055379711,-1.33508369800324,1.2436472411018,0.0645161290322581,0.103225806451613,0.146760147917949,-2.21937169705576,-1.23379630045065,0.870967741935484
175,Combination,Equal Weight,HAR+Macro,short_only_threshold_half_sd,short_vol_risk_control,1.18842176169201,-1.34166730418505,1.94089722587977,0.264516129032258,0.283870967741936,1.24987041904484,-1.52212171227779,-1.23379630045065,0.870967741935484
176,Combination,Equal Weight,HAR+Macro,threshold_one_sd_long_short,long_short_threshold,0.323472069051476,-1.34532453759016,1.2436472411018,0.0709677419354839,0.116129032258065,0.208140448479586,-2.21937169705576,-1.23379630045065,0.870967741935484
177,Combination,Equal Weight,HAR,threshold_one_sd_long_short,long_short_threshold,0.205411039861771,-1.34855163265947,1.2436472411018,0.0580645161290323,0.0903225806451613,0.123167903759884,-2.21937169705576,-1.23379630045065,0.896774193548387
178,ML,PCA,HAR+Macro+Option,short_only_threshold_half_sd,short_vol_risk_control,1.18796522937098,-1.34957739425404,1.94089722587977,0.270967741935484,0.219354838709677,1.25386438621153,-1.52212171227779,-1.23379630045065,0.870967741935484
179,Stacked,Stacked Elastic Net,Multiple,threshold_one_sd_long_short,long_short_threshold,1.07092725899937,-1.35566204903553,1.2446472411018,0.219354838709677,0.258064516129032,1.06768875978352,-2.21837169705576,-1.23379630045065,0.916129032258065
180,Combination,Equal Weight,HAR+Macro+Option,short_only_threshold_one_sd,short_vol_risk_control,1.02304671192886,-1.36391089507336,1.93889722587977,0.212903225806452,0.270967741935484,0.999100894302328,-1.52412171227779,-1.23379630045065,0.883870967741936
181,Combination,Equal Weight,HAR+Option,threshold_one_sd_long_short,long_short_threshold,1.10815209687283,-1.37387893061528,1.34826804965598,0.264516129032258,0.258064516129032,1.13663760928627,-2.11475088850158,-1.23379630045065,0.883870967741936
182,ML,PCA,HAR+Option,short_only_threshold_half_sd,short_vol_risk_control,1.08067036949287,-1.39744418373319,1.93889722587977,0.251612903225806,0.232258064516129,1.10594271959716,-1.52412171227779,-1.23379630045065,0.87741935483871
183,ML,Elastic Net,HAR+Macro+Option,short_only_threshold_half_sd,short_vol_risk_control,1.12281672495279,-1.39844021497985,1.94089722587977,0.258064516129032,0.270967741935484,1.17408919910602,-1.52212171227779,-1.23379630045065,0.890322580645161
184,Combination,Neural Network EW,Multiple,short_only_threshold_one_sd,short_vol_risk_control,0.643056778554928,-1.39934443432908,1.58731310607107,0.12258064516129,0.193548387096774,0.522191299480196,-1.87570583208649,-1.23379630045065,0.832258064516129
185,ML,PCA,HAR+Macro,short_only_threshold_half_sd,short_vol_risk_control,0.934581560558623,-1.40488380511123,1.94089722587977,0.206451612903226,0.219354838709677,0.891053059988887,-1.52212171227779,-1.23379630045065,0.870967741935484
186,ML,Elastic Net,HAR+Macro+Option,short_only_threshold_one_sd,short_vol_risk_control,0.553235837348664,-1.40592257809257,1.93889722587977,0.109677419354839,0.129032258064516,0.429173964085281,-1.52412171227779,-1.23379630045065,0.890322580645161
187,ML,Neural Network,HAR,short_only_threshold_half_sd,short_vol_risk_control,0.904831759221485,-1.4162350172714,1.94089722587977,0.2,0.245161290322581,0.854763284710762,-1.52212171227779,-1.23379630045065,0.864516129032258
188,ML,PCA,HAR+Option,short_only_threshold_one_sd,short_vol_risk_control,0.4125693433252,-1.4278555768765,1.93889722587977,0.0903225806451613,0.116129032258065,0.300541601733829,-1.52412171227779,-1.23379630045065,0.87741935483871
189,ML,PCA,HAR+Macro+Option,short_only_threshold_one_sd,short_vol_risk_control,0.445175473296983,-1.42899083947363,1.93889722587977,0.0903225806451613,0.129032258064516,0.330584027885071,-1.52412171227779,-1.23379630045065,0.870967741935484
190,Combination,PCA EW,Multiple,short_only_threshold_one_sd,short_vol_risk_control,0.262790849789853,-1.43779887264253,1.93889722587977,0.0709677419354839,0.0903225806451613,0.177284781532415,-1.52412171227779,-1.23379630045065,0.870967741935484
191,ML,Neural Network,HAR,binary_timing,long_short,2.43951067118726,-1.43905441868318,0,1,0.212903225806452,4.42203944190648,-3.46301893815756,-2.78845802651901,0.864516129032258
192,ML,Elastic Net,HAR+Macro,short_only_threshold_half_sd,short_vol_risk_control,0.816390813342255,-1.44466579944442,1.93889722587977,0.187096774193548,0.193548387096774,0.748441939669852,-1.52412171227779,-1.23379630045065,0.890322580645161
193,ML,Elastic Net,HAR,short_only_threshold_half_sd,short_vol_risk_control,0.823680419203246,-1.44798741779298,1.93889722587977,0.180645161290323,0.193548387096774,0.759384843330019,-1.52412171227779,-1.23379630045065,0.858064516129032
194,Combination,Elastic Net EW,Multiple,short_only_threshold_one_sd,short_vol_risk_control,0.401145694612417,-1.45021406724846,1.93889722587977,0.0838709677419355,0.116129032258065,0.295355136460947,-1.52412171227779,-1.23379630045065,0.903225806451613
195,Combination,Equal Weight,Multiple,short_only_threshold_one_sd,short_vol_risk_control,0.504424715511376,-1.45045080937928,1.93889722587977,0.0967741935483871,0.141935483870968,0.393146906328655,-1.52412171227779,-1.23379630045065,0.896774193548387
196,Combination,PCA EW,Multiple,short_only_threshold_half_sd,short_vol_risk_control,0.942694088588441,-1.45501717034692,1.93889722587977,0.225806451612903,0.206451612903226,0.926594433665086,-1.52412171227779,-1.23379630045065,0.870967741935484
197,Benchmark,OLS HAR,HAR,short_only_threshold_half_sd,short_vol_risk_control,0.744327987905211,-1.45522201093709,1.93889722587977,0.167741935483871,0.154838709677419,0.661335385804791,-1.52412171227779,-1.23379630045065,0.87741935483871
198,ML,PCA,HAR,short_only_threshold_half_sd,short_vol_risk_control,0.744327987905211,-1.45522201093709,1.93889722587977,0.167741935483871,0.154838709677419,0.661335385804791,-1.52412171227779,-1.23379630045065,0.87741935483871
199,ML,Neural Network,HAR,threshold_one_sd_long_short,long_short_threshold,0.184228800705951,-1.45822176102259,1.2436472411018,0.0774193548387097,0.116129032258065,0.120974113819137,-2.21937169705576,-1.23379630045065,0.864516129032258
200,Combination,Elastic Net EW,Multiple,threshold_half_sd_long_short,long_short_threshold,1.11713025479082,-1.45863958089213,1.2466472411018,0.283870967741936,0.32258064516129,1.19757325603686,-2.21637169705576,-1.23379630045065,0.903225806451613
201,Combination,Neural Network EW,Multiple,threshold_half_sd_long_short,long_short_threshold,1.36708120420444,-1.46505850341356,1.2466472411018,0.4,0.425806451612903,1.64851485877056,-2.21637169705576,-1.23379630045065,0.832258064516129
202,ML,PCA,HAR+Macro+Option,threshold_half_sd_long_short,long_short_threshold,1.11288202140345,-1.47651891215603,1.2456472411018,0.27741935483871,0.232258064516129,1.2000385809384,-2.21737169705576,-1.23379630045065,0.870967741935484
203,Combination,Equal Weight,HAR+Macro+Option,threshold_one_sd_long_short,long_short_threshold,0.945239561426418,-1.48724680490924,1.2446472411018,0.219354838709677,0.283870967741936,0.945275089029195,-2.21837169705576,-1.23379630045065,0.883870967741936
204,ML,PCA,HAR+Macro,binary_timing,long_short,2.41952169280856,-1.49040047815862,0,1,0.109677419354839,4.39788959921502,-3.46301893815756,-2.78845802651901,0.870967741935484
205,ML,PCA,HAR+Macro+Option,binary_timing,long_short,2.41952169280856,-1.49040047815862,0,1,0.109677419354839,4.39788959921502,-3.46301893815756,-2.78845802651901,0.870967741935484
206,Combination,PCA EW,Multiple,binary_timing,long_short,2.41952169280856,-1.49040047815862,0,1,0.109677419354839,4.39788959921502,-3.46301893815756,-2.78845802651901,0.870967741935484
207,Combination,Equal Weight,HAR+Macro,threshold_half_sd_long_short,long_short_threshold,1.09735088477155,-1.49053104500732,1.2466472411018,0.27741935483871,0.309677419354839,1.18188563622754,-2.21637169705576,-1.23379630045065,0.870967741935484
208,Combination,Equal Weight,HAR,short_only_threshold_half_sd,short_vol_risk_control,0.84254777378282,-1.50329278175947,1.94089722587977,0.206451612903226,0.219354838709677,0.807740467304399,-1.52212171227779,-1.23379630045065,0.896774193548387
209,ML,Neural Network,HAR+Macro,threshold_half_sd_long_short,long_short_threshold,1.17442061444047,-1.5177485770813,1.94189722587977,0.348387096774194,0.412903225806452,1.32554861070007,-1.52112171227779,-1.23379630045065,0.793548387096774
210,ML,Elastic Net,HAR+Macro+Option,threshold_one_sd_long_short,long_short_threshold,0.468056967925204,-1.52169462839528,1.2436472411018,0.116129032258065,0.141935483870968,0.375348158812148,-2.21937169705576,-1.23379630045065,0.890322580645161
211,ML,PCA,HAR+Option,threshold_half_sd_long_short,long_short_threshold,1.00556731039089,-1.5223822756002,1.2436472411018,0.258064516129032,0.245161290322581,1.05211691432403,-2.21937169705576,-1.23379630045065,0.87741935483871
212,ML,Elastic Net,HAR+Macro+Option,threshold_half_sd_long_short,long_short_threshold,1.04860963565305,-1.52414613682063,1.2466472411018,0.264516129032258,0.283870967741936,1.12026339383288,-2.21637169705576,-1.23379630045065,0.890322580645161
213,ML,PCA,HAR+Macro,threshold_half_sd_long_short,long_short_threshold,0.856955927598298,-1.5269114677723,1.2456472411018,0.212903225806452,0.232258064516129,0.837227254715754,-2.21737169705576,-1.23379630045065,0.870967741935484
214,ML,PCA,HAR+Option,threshold_one_sd_long_short,long_short_threshold,0.326555478884923,-1.54188545221881,1.2436472411018,0.0967741935483871,0.129032258064516,0.246715796460696,-2.21937169705576,-1.23379630045065,0.87741935483871
215,ML,PCA,HAR+Macro+Option,threshold_one_sd_long_short,long_short_threshold,0.359744607647964,-1.54342760435473,1.2436472411018,0.0967741935483871,0.141935483870968,0.276758222611938,-2.21937169705576,-1.23379630045065,0.870967741935484
216,Combination,PCA EW,Multiple,threshold_one_sd_long_short,long_short_threshold,0.175629673663783,-1.55015937845818,1.2436472411018,0.0774193548387097,0.103225806451613,0.123458976259282,-2.21937169705576,-1.23379630045065,0.870967741935484
217,Combination,Elastic Net EW,Multiple,threshold_one_sd_long_short,long_short_threshold,0.316544882137556,-1.5641736979823,1.2436472411018,0.0903225806451613,0.129032258064516,0.241529331187814,-2.21937169705576,-1.23379630045065,0.903225806451613
218,ML,Elastic Net,HAR+Macro,threshold_half_sd_long_short,long_short_threshold,0.738516349092175,-1.56476196121139,1.2436472411018,0.193548387096774,0.206451612903226,0.694616134396719,-2.21937169705576,-1.23379630045065,0.890322580645161
219,Combination,Equal Weight,Multiple,threshold_one_sd_long_short,long_short_threshold,0.421384830807463,-1.56573491530491,1.2436472411018,0.103225806451613,0.154838709677419,0.339321101055522,-2.21937169705576,-1.23379630045065,0.896774193548387
220,ML,Elastic Net,HAR,threshold_half_sd_long_short,long_short_threshold,0.746109898446335,-1.56823178839638,1.2436472411018,0.187096774193548,0.206451612903226,0.705559038056886,-2.21937169705576,-1.23379630045065,0.858064516129032
221,Benchmark,OLS HAR,HAR,threshold_half_sd_long_short,long_short_threshold,0.665696107702132,-1.57413841627064,1.2436472411018,0.174193548387097,0.167741935483871,0.607509580531658,-2.21937169705576,-1.23379630045065,0.87741935483871
222,ML,PCA,HAR,threshold_half_sd_long_short,long_short_threshold,0.665696107702132,-1.57413841627064,1.2436472411018,0.174193548387097,0.167741935483871,0.607509580531658,-2.21937169705576,-1.23379630045065,0.87741935483871
223,Combination,PCA EW,Multiple,threshold_half_sd_long_short,long_short_threshold,0.867611346255955,-1.57752619936204,1.2436472411018,0.232258064516129,0.219354838709677,0.872768628391954,-2.21937169705576,-1.23379630045065,0.870967741935484
224,Combination,Equal Weight,HAR,threshold_half_sd_long_short,long_short_threshold,0.767943181940476,-1.62419207275569,1.2456472411018,0.212903225806452,0.232258064516129,0.753914662031266,-2.21737169705576,-1.23379630045065,0.896774193548387
225,Combination,Neural Network EW,Multiple,threshold_one_sd_long_short,long_short_threshold,0.463065464147253,-1.64551117510406,0.301433945069315,0.141935483870968,0.232258064516129,0.398660023502639,-3.16158499308825,-1.23379630045065,0.832258064516129
226,ML,Neural Network,HAR,threshold_half_sd_long_short,long_short_threshold,0.749949575003436,-1.6505224650189,1.2456472411018,0.219354838709677,0.270967741935484,0.739202153646223,-2.21737169705576,-1.23379630045065,0.864516129032258
227,ML,Neural Network,HAR+Macro+Option,threshold_half_sd_long_short,long_short_threshold,1.52289064724856,-1.66064557461117,1.94189722587977,0.496774193548387,0.451612903225806,2.08591664208405,-1.52112171227779,-1.23379630045065,0.8
228,ML,Neural Network,HAR+Macro+Option,threshold_one_sd_long_short,long_short_threshold,0.902058111922713,-1.67366484818032,1.93989722587977,0.251612903225806,0.283870967741936,0.960931865890521,-1.52312171227779,-1.23379630045065,0.8
229,ML,Neural Network,HAR+Option,scaled_long_short,scaled,0.926782966809233,-1.76183184730323,1.58097266073111,0.845161290322581,0.426335893985728,1.03257624828321,-1.88204627742645,-1.23543042533473,0.787096774193548
230,ML,Neural Network,HAR+Option,threshold_one_sd_long_short,long_short_threshold,0.320374222501778,-1.8276804344051,0.882222989083741,0.154838709677419,0.232258064516129,0.284074698654543,-2.58079594907382,-1.23479630045065,0.787096774193548
231,ML,Elastic Net,HAR,binary_timing,long_short,2.25560674538204,-1.92035902870113,-1.20497356295272,1,0.109677419354839,4.19133956311633,-4.66799250111028,-2.78845802651901,0.858064516129032
232,ML,Random Forest,HAR+Macro,binary_timing,long_short,2.18802625602117,-2.10252697866443,-0.471491416709743,1,0.341935483870968,4.10205871814151,-3.9345103548673,-2.79045802651901,0.825806451612903
233,ML,Neural Network,HAR+Option,threshold_half_sd_long_short,long_short_threshold,0.750644478794879,-2.13396742323281,1.07398317117799,0.335483870967742,0.425806451612903,0.885415608534108,-2.38903576697957,-1.23579630045065,0.787096774193548
234,Combination,Neural Network EW,Multiple,binary_timing,long_short,2.16164359213331,-2.17389594030914,0,1,0.367741935483871,4.06623594286421,-3.46301893815756,-2.78845802651901,0.832258064516129
235,ML,Neural Network,HAR+Macro+Option,binary_timing,long_short,2.05358382946817,-2.47209632428964,-3.5527136788005e-15,1,0.496774193548387,3.91668718052656,-3.46301893815756,-2.78845802651901,0.8
236,ML,Neural Network,HAR+Macro,binary_timing,long_short,1.96819907106649,-2.71321077679942,0.554803844549415,1,0.509677419354839,3.79454000223963,-2.90821509360815,-2.78845802651901,0.793548387096774
237,Naive,Historical Mean RV,Historical RV,threshold_quantile_25_75,long_short_threshold,0.326436940633131,-3.18824460205275,-5.53812227045747,0.451612903225806,0.296774193548387,0.437413212630692,-9.00114120861503,-1.23379630045065,0.309677419354839
238,ML,Neural Network,HAR+Option,binary_timing,long_short,1.64846982056113,-3.64864918679673,0,1,0.52258064516129,3.30192724100088,-3.46301893815756,-2.78845802651901,0.787096774193548
239,Naive,Historical Mean RV,Historical RV,threshold_one_sd_long_short,long_short_threshold,-0.198566990828567,-4.14217030683624,-6.99110284818996,0.258064516129032,0.245161290322581,-0.277621900074021,-10.4541217863475,-1.23479630045065,0.309677419354839
240,ML,Neural Network,HAR+Macro+Option,threshold_quantile_25_75,long_short_threshold,0.120273219297186,-4.21402033874907,-3.29602233813598,0.47741935483871,0.535483870967742,0.182783500045603,-6.75904127629354,-1.23379630045065,0.8
241,Combination,Neural Network EW,Multiple,threshold_quantile_25_75,long_short_threshold,-0.344486317944524,-4.25095976886263,-11.3414335624496,0.445161290322581,0.483870967741936,-0.47435761937552,-14.8044525006072,-1.23379630045065,0.832258064516129
242,ML,Neural Network,HAR+Macro,threshold_quantile_25_75,long_short_threshold,-0.164238418014203,-4.37593518206655,-7.66411657237026,0.470967741935484,0.535483870967742,-0.24001705216717,-11.1271355105278,-1.23379630045065,0.793548387096774
243,ML,Elastic Net,HAR+Macro+Option,threshold_quantile_25_75,long_short_threshold,-0.150469486724382,-4.60256169174808,-10.9992225988317,0.509677419354839,0.432258064516129,-0.227940563081285,-14.4622415369893,-1.23379630045065,0.890322580645161
244,ML,Random Forest,HAR+Macro,threshold_quantile_25_75,long_short_threshold,-0.290124048008988,-4.75671113041942,-12.8955404645328,0.535483870967742,0.380645161290323,-0.436040245462975,-16.3585594026904,-1.23379630045065,0.825806451612903
245,ML,Elastic Net,HAR+Option,threshold_quantile_25_75,long_short_threshold,0.157258626544517,-4.82976810256788,-10.9535237055312,0.52258064516129,0.406451612903226,0.261863472486821,-14.4165426436887,-0.729779103641584,0.92258064516129
